nose_length,body_diameter,body_length,fin_span,fin_chord,fin_thickness,fin_sweep_deg,fin_offset,flare_angle_deg,flare_length,Cd,Cl,Cm,mach,aoa
0.3995939298836726,0.2910068267365516,1.6366492510162536,0.0,0.0,0.0,0.0,0.0,10.97799295077614,0.3077901461005665,2.8418027173,-0.0087727833747,0.00077783802656,1.5,0.0
0.3995939298836726,0.2910068267365516,1.6366492510162536,0.0,0.0,0.0,0.0,0.0,10.97799295077614,0.3077901461005665,1.4472409319,2.0603341693,-1.1094401501,1.5,2.0
0.3995939298836726,0.2910068267365516,1.6366492510162536,0.0,0.0,0.0,0.0,0.0,10.97799295077614,0.3077901461005665,2.3971893636,3.4299143496,-1.8329994545,1.5,4.0
0.3995939298836726,0.2910068267365516,1.6366492510162536,0.0,0.0,0.0,0.0,0.0,10.97799295077614,0.3077901461005665,2.3313294792,6.7526108465,-3.6124486409,1.5,6.0
0.3995939298836726,0.2910068267365516,1.6366492510162536,0.0,0.0,0.0,0.0,0.0,10.97799295077614,0.3077901461005665,1.5252850294,7.5838023936,-4.3542416157,1.5,8.0
0.3995939298836726,0.2910068267365516,1.6366492510162536,0.0,0.0,0.0,0.0,0.0,10.97799295077614,0.3077901461005665,2.1394767191,-0.0092274962152,0.0019662144255,2.5,0.0
0.3995939298836726,0.2910068267365516,1.6366492510162536,0.0,0.0,0.0,0.0,0.0,10.97799295077614,0.3077901461005665,1.9179705819,1.2288990742,-0.64782113328,2.5,2.0
0.3995939298836726,0.2910068267365516,1.6366492510162536,0.0,0.0,0.0,0.0,0.0,10.97799295077614,0.3077901461005665,2.4612421507,2.8336907056,-1.4819631516,2.5,4.0
0.3995939298836726,0.2910068267365516,1.6366492510162536,0.0,0.0,0.0,0.0,0.0,10.97799295077614,0.3077901461005665,1.8478046288,4.099803273,-2.0783239181,2.5,6.0
0.3995939298836726,0.2910068267365516,1.6366492510162536,0.0,0.0,0.0,0.0,0.0,10.97799295077614,0.3077901461005665,2.2824830325,6.5980334077,-3.5469999705,2.5,8.0
0.3995939298836726,0.2910068267365516,1.6366492510162536,0.0,0.0,0.0,0.0,0.0,10.97799295077614,0.3077901461005665,1.211023873,0.0046136626052,-0.00036784746263,4.0,0.0
0.3995939298836726,0.2910068267365516,1.6366492510162536,0.0,0.0,0.0,0.0,0.0,10.97799295077614,0.3077901461005665,1.1158344644,0.80328212892,-0.40683262436,4.0,2.0
0.3995939298836726,0.2910068267365516,1.6366492510162536,0.0,0.0,0.0,0.0,0.0,10.97799295077614,0.3077901461005665,1.4113641251,2.0419382544,-1.1696240466,4.0,4.0
0.3995939298836726,0.2910068267365516,1.6366492510162536,0.0,0.0,0.0,0.0,0.0,10.97799295077614,0.3077901461005665,1.2681914176,2.505883016,-1.287749741,4.0,6.0
0.3995939298836726,0.2910068267365516,1.6366492510162536,0.0,0.0,0.0,0.0,0.0,10.97799295077614,0.3077901461005665,1.792155726,4.6195631502,-2.8296169221,4.0,8.0
